,evaluation_mode,train_size,validation_unbalance_rate,use_scale_free_distribution,fall_out,prevalence,negative_likelyhood_ratio,f1_score,fowlkes_mallows_index,precision,balanced_accuracy,miss_rate,false_omission_rate,prevalence_threshold,matthews_correlation_coefficient,positive_likelyhood_ratio,recall,specificity,markedness,accuracy,false_discovery_rate,negative_predictive_value,diagnostic_odds_ratio,informedness,threat_score,auroc,auprc,time_required_for_training,time_required_for_evaluation,time,task_name,model_name,library_name,graph_name,nodes_number,edges_number,evaluation_schema,holdout_number,holdouts_kwargs,use_subgraph_as_support,node_feature_shapes,node_type_feature_shapes,edge_type_feature_shapes,number_of_threads,python_version,platform,node,embiggen_version,number_of_holdouts,number_of_slurm_nodes,time_required_to_compute_constant_node_features,time_required_to_compute_constant_node_type_features,time_required_to_compute_constant_edge_features,time_required_for_setting_up_holdout,time_required_to_compute_node_features,time_required_to_compute_node_type_features,time_required_to_compute_edge_type_features,time_required_to_compute_edge_features,features_names,"('model_parameters', 'random_state')","('model_parameters', 'edge_features')","('model_parameters', 'edge_embeddings')","('model_parameters', 'cooccurrence_iterations')","('model_parameters', 'cooccurrence_window_size')","('model_parameters', 'number_of_epochs')","('model_parameters', 'number_of_edges_per_mini_batch')","('model_parameters', 'learning_rate')","('model_parameters', 'first_order_decay_factor')","('model_parameters', 'second_order_decay_factor')","('model_parameters', 'avoid_false_negatives')","('model_parameters', 'use_scale_free_distribution')","('features_parameters', 'random_state')","('features_parameters', 'embedding_size')","('features_parameters', 'epochs')","('features_parameters', 'clipping_value')","('features_parameters', 'number_of_negative_samples')","('features_parameters', 'walk_length')","('features_parameters', 'iterations')","('features_parameters', 'window_size')","('features_parameters', 'max_neighbours')","('features_parameters', 'learning_rate')","('features_parameters', 'learning_rate_decay')","('features_parameters', 'central_nodes_embedding_path')","('features_parameters', 'contextual_nodes_embedding_path')","('features_parameters', 'normalize_by_degree')","('features_parameters', 'stochastic_downsample_by_degree')","('features_parameters', 'normalize_learning_rate_by_degree')","('features_parameters', 'use_scale_free_distribution')","('features_parameters', 'dtype')","('features_parameters', 'verbose')","('features_parameters', 'avoid_false_negatives')","('features_parameters', 'node_embedding_path')","('features_parameters', 'return_weight')","('features_parameters', 'explore_weight')","('features_parameters', 'contextual_node_embedding_path')"
277,test,0.0138064691637981,1.0,False,0.0030198446937014,0.6666666666666666,0.0802682821289485,0.95756623259991,0.9583666664663144,0.9983614232209738,0.9584771354616048,0.0800258843830888,0.1383296047725578,0.0541887314133787,0.8880370763972243,304.6428571428615,0.9199741156169112,0.9969801553062986,0.8600318184484159,0.9456427955133736,0.0016385767790262,0.8616703952274423,3795.308047747455,0.9169542709232096,0.9185871203962956,0.9903460956791617,0.9960290706099606,104.7430739402771,0.1145939826965332,1700203102.139173,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,8,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.504753112792969e-05,1.1920928955078125e-06,8.821487426757812e-06,2315.160873889923,2314.358996868133,2.09808349609375e-05,7.152557373046875e-07,8.106231689453125e-06,Walklets SkipGram,378,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
278,train,0.0138064691637981,1.0,False,0.0031641018265496,0.6666666666666666,0.0008656759486365,0.998777945510747,0.998778010025984,0.9984190859442368,0.997986480655832,0.0008629368617862,0.0017283594987757,0.0532765188560588,0.9963317792431192,315.77272727272714,0.9991370631382136,0.9968358981734504,0.9966907264454612,0.9983700081499592,0.0015809140557631,0.9982716405012244,364770.1287878742,0.995972961311664,0.997558874210224,0.9998219667840672,0.9996098446700332,109.56828093528748,0.1126861572265625,1700205506.928252,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.504753112792969e-05,1.1920928955078125e-06,8.821487426757812e-06,2293.6161007881165,2292.8107447624207,5.245208740234375e-06,1.9073486328125e-06,1.9073486328125e-06,Walklets SkipGram,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
279,test,0.0138064691637981,1.0,False,0.0030198446937014,0.6666666666666666,0.0802682821289485,0.95756623259991,0.9583666664663144,0.9983614232209738,0.9584771354616048,0.0800258843830888,0.1383296047725578,0.0541887314133787,0.8880370763972243,304.6428571428615,0.9199741156169112,0.9969801553062986,0.8600318184484159,0.9456427955133736,0.0016385767790262,0.8616703952274423,3795.308047747455,0.9169542709232096,0.9185871203962956,0.9873961358420168,0.9946367934372968,109.56828093528748,0.1126861572265625,1700205506.928252,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,9,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25], [239456, 25]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,3.504753112792969e-05,1.1920928955078125e-06,8.821487426757812e-06,2293.6161007881165,2292.8107447624207,5.245208740234375e-06,1.9073486328125e-06,1.9073486328125e-06,Walklets SkipGram,420,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,30,6.0,10.0,128.0,10.0,4.0,100.0,0.01,0.9,,,False,False,False,False,f32,,,,1.0,1.0,
280,train,0.0138064691637981,1.0,False,0.0885948511433913,0.6666666666666666,0.1481773709957393,0.9060640301318268,0.9070893402519687,0.951281240113888,0.888177764993528,0.1350496188695527,0.2286062081558125,0.2424490519524244,0.7490345502339825,9.762987012987008,0.8649503811304473,0.9114051488566086,0.7226750319580755,0.8804353037058344,0.0487187598861119,0.7713937918441874,65.88716581607952,0.7763555299870559,0.8282605701693981,0.934572254041844,0.9320210795688464,156.33287501335144,0.0754039287567138,1698938130.340823,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,23.937337160110477,22.897922039031982,6.198883056640625e-06,1.1920928955078125e-06,9.5367431640625e-07,First-order LINE,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
281,test,0.0138064691637981,1.0,False,0.0910267471958584,0.6666666666666666,0.2864261983863312,0.8286611889801837,0.834728188330977,0.942032967032967,0.8243097497842968,0.2603537532355479,0.364212432106216,0.2597036666382523,0.6121974078715511,8.125592417061615,0.7396462467644521,0.9089732528041417,0.5778205349267509,0.7960885821110153,0.0579670329670329,0.6357875678937839,28.368886864538236,0.6486194995685937,0.7074479059211883,0.9055969348557747,0.8987327511839864,156.33287501335144,0.0754039287567138,1698938130.340823,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,23.937337160110477,22.897922039031982,6.198883056640625e-06,1.1920928955078125e-06,9.5367431640625e-07,First-order LINE,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
282,train,0.0138064691637981,1.0,False,0.0027326333956565,0.6666666666666666,0.0063455436977213,0.9961431712504056,0.9961462522037304,0.9986268699862688,0.995469581475622,0.0063282036530993,0.0125320421532326,0.0498277794265617,0.9885140278637526,363.6315789473689,0.9936717963469006,0.9972673666043436,0.986094827833036,0.9948703197660482,0.0013731300137312,0.9874679578467672,57305.03110047852,0.990939162951244,0.9923159784560144,0.9995057603486696,0.9995776935612032,107.81576871871948,0.0500450134277343,1698938239.235629,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,23.937337160110477,22.897922039031982,6.198883056640625e-06,1.1920928955078125e-06,9.5367431640625e-07,First-order LINE,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
283,test,0.0138064691637981,1.0,False,0.0038826574633304,0.6666666666666666,0.0632308358596795,0.9665146289909888,0.966993977674888,0.9979324603721572,0.9665660051768764,0.0629853321829163,0.1122645136485967,0.0604781148279117,0.9090902659428473,241.33333333333087,0.9370146678170836,0.9961173425366696,0.8856679467235604,0.956715559390279,0.0020675396278428,0.8877354863514033,3816.70319634699,0.933132010353753,0.9351991388589882,0.9889255301012968,0.9954761441582568,107.81576871871948,0.0500450134277343,1698938239.235629,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,0,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,23.937337160110477,22.897922039031982,6.198883056640625e-06,1.1920928955078125e-06,9.5367431640625e-07,First-order LINE,42,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
284,train,0.0138064691637981,1.0,False,0.0946354091758953,0.6666666666666666,0.1482922954725972,0.9050858925685074,0.9060219975029284,0.9481767346617312,0.8855529987055948,0.1342585934129152,0.2287429551580495,0.248472192458565,0.7448219264465086,9.148176291793312,0.8657414065870848,0.9053645908241048,0.7194337795036816,0.8789491346660914,0.0518232653382688,0.7712570448419505,61.69016578129504,0.7711059974111896,0.8266273001922548,0.9268966682234888,0.921243622164834,97.32176423072816,0.0512828826904296,1698938358.235212,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,20.255656957626343,19.29210901260376,5.0067901611328125e-06,1.9073486328125e-06,1.9073486328125e-06,First-order LINE,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
285,test,0.0138064691637981,1.0,False,0.1056945642795513,0.6666666666666666,0.3051133622768934,0.8170140571982549,0.8233278913455789,0.932245575221239,0.8107204486626403,0.2728645383951682,0.3789694427801078,0.2760221539587456,0.5863688397356029,6.879591836734692,0.7271354616048318,0.8943054357204486,0.5532761324411313,0.7828587863100374,0.067754424778761,0.6210305572198922,22.547658304428484,0.6214408973252805,0.6906371645154682,0.8903719465621862,0.8786415333978467,97.32176423072816,0.0512828826904296,1698938358.235212,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,20.255656957626343,19.29210901260376,5.0067901611328125e-06,1.9073486328125e-06,1.9073486328125e-06,First-order LINE,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
286,train,0.0138064691637981,1.0,False,0.0020135193441679,0.6666666666666666,0.006340971321516,0.9963227341553104,0.9963262797208248,0.998987854251012,0.9958291385013665,0.0063282036530993,0.0125231250889426,0.043075857647762,0.9890580941708252,493.5000000000121,0.9936717963469006,0.997986480655832,0.9864647291620696,0.9951100244498776,0.0010121457489878,0.9874768749110574,77827.19318182005,0.9916582770027328,0.9926724137931034,0.9997362791684108,0.9997943167284438,98.53211402893066,0.0554850101470947,1698938457.757691,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,20.255656957626343,19.29210901260376,5.0067901611328125e-06,1.9073486328125e-06,1.9073486328125e-06,First-order LINE,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
287,test,0.0138064691637981,1.0,False,0.0034512510785159,0.6666666666666666,0.0621212121212121,0.9671967085510952,0.9676625066134328,0.9981638742253844,0.967320966350302,0.0619068162208801,0.1105121293800539,0.05718619743844,0.9108438627818176,271.81250000000017,0.93809318377912,0.996548748921484,0.8876517448453305,0.957578372159908,0.0018361257746155,0.889487870619946,4375.518292682926,0.934641932700604,0.9364771748492678,0.9891160617175409,0.9954793627286094,98.53211402893066,0.0554850101470947,1698938457.757691,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,1,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,20.255656957626343,19.29210901260376,5.0067901611328125e-06,1.9073486328125e-06,1.9073486328125e-06,First-order LINE,84,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
288,train,0.0138064691637981,1.0,False,0.0862936861786279,0.6666666666666666,0.1492208405477727,0.9058681550761803,0.906952101807567,0.9524187153053132,0.88868114482957,0.1363440241622321,0.2298460419444781,0.2401770584426825,0.7494669757960682,10.008333333333328,0.8636559758377679,0.913706313821372,0.7225726733608351,0.8803394218323026,0.0475812846946868,0.7701539580555219,67.07061357243315,0.7773622896591399,0.8279332689921411,0.933641700498192,0.9279977039787476,96.09060192108154,0.0492708683013916,1698938574.444426,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,19.17807006835937,18.372790098190308,3.814697265625e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
289,test,0.0138064691637981,1.0,False,0.0949094046591889,0.6666666666666666,0.2957578646329838,0.8229305538722579,0.8293042941194865,0.9391424619640388,0.8187014667817083,0.2676876617773943,0.3716681641209943,0.2647076517971592,0.6014231307216215,7.715909090909091,0.7323123382226057,0.905090595340811,0.5674742978430445,0.7899050905953409,0.0608575380359612,0.6283318358790058,26.08860156765072,0.6374029335634166,0.6991350906095551,0.9009810912608754,0.8972458661610819,96.09060192108154,0.0492708683013916,1698938574.444426,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,19.17807006835937,18.372790098190308,3.814697265625e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
290,train,0.0138064691637981,1.0,False,0.0021573421544657,0.6666666666666666,0.0074949553185356,0.9957075352595318,0.995712666291476,0.998914380835203,0.9951819358550266,0.0074787861354811,0.01476853166714,0.0445450872231363,0.9872499650592352,460.066666666661,0.9925212138645187,0.9978426578455344,0.984145849168063,0.9942950285248574,0.0010856191647969,0.98523146833286,61383.510256409056,0.9903638717100532,0.9914517635227356,0.9996122932738438,0.9997326667722304,94.63538265228271,0.0533289909362793,1698938670.0548449,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,19.17807006835937,18.372790098190308,3.814697265625e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
291,test,0.0138064691637981,1.0,False,0.0038826574633304,0.6666666666666666,0.0692940666955391,0.9632853476174534,0.963866012191127,0.9979190751445086,0.9635461604831752,0.0690250215703192,0.1217192848992012,0.0606620920391083,0.9012869116817082,239.77777777777536,0.9309749784296808,0.9961173425366696,0.8761997902453074,0.952689099798677,0.0020809248554913,0.8782807151007987,3460.293055555522,0.9270923209663504,0.9291711517761032,0.98496563637839,0.9939031507393814,94.63538265228271,0.0533289909362793,1698938670.0548449,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,2,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,19.17807006835937,18.372790098190308,3.814697265625e-06,1.1920928955078125e-06,1.9073486328125e-06,First-order LINE,126,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
292,train,0.0138064691637981,1.0,False,0.0826981159211851,0.6666666666666666,0.1501254311696456,0.905938349954669,0.9071012444783244,0.9542416043291422,0.8897957716093772,0.1377103408600604,0.2309176413843,0.2364580573500992,0.7509309186065484,10.426956521739124,0.8622896591399396,0.9173018840788149,0.7233239629448422,0.880627067452898,0.0457583956708578,0.7690823586157,69.45496469519806,0.7795915432187543,0.8280505489952351,0.936630460744533,0.9312654676100818,138.66473698616028,0.0547881126403808,1698938829.855042,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,19.7540500164032,18.87812900543213,5.960464477539063e-06,9.5367431640625e-07,2.1457672119140625e-06,First-order LINE,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
293,test,0.0138064691637981,1.0,False,0.0875754961173425,0.6666666666666666,0.293853427895981,0.8243440233236151,0.8310024505273327,0.9435483870967742,0.8221527178602244,0.2681190681622087,0.3701608100059559,0.25701177368637,0.6078130738098615,8.357142857142861,0.7318809318377912,0.9124245038826576,0.5733875770908183,0.7920621225194133,0.0564516129032257,0.6298391899940441,28.439834501781423,0.6443054357204487,0.7011779293242405,0.9076388335724246,0.8945763355025944,138.66473698616028,0.0547881126403808,1698938829.855042,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,19.7540500164032,18.87812900543213,5.960464477539063e-06,9.5367431640625e-07,2.1457672119140625e-06,First-order LINE,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
294,train,0.0138064691637981,1.0,False,0.0027326333956565,0.6666666666666666,0.0055523507355061,0.9965410391294948,0.9965432151923432,0.998627960716349,0.9958650942039408,0.0055371781964619,0.0109827414063614,0.0498089455043613,0.9896855962508686,363.9210526315794,0.994462821803538,0.9972673666043436,0.9876452193099876,0.9953976700704732,0.001372039283651,0.9890172585936384,65543.59945317879,0.9917301884078816,0.9931059245960504,0.9997369928009372,0.9998089213154112,104.39417386054993,0.050304889678955,1698938935.205321,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,19.7540500164032,18.87812900543213,5.960464477539063e-06,9.5367431640625e-07,2.1457672119140625e-06,First-order LINE,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
295,test,0.0138064691637981,1.0,False,0.0034512510785159,0.6666666666666666,0.0675324675324675,0.9643175735950044,0.9648720978349647,0.9981532779316712,0.9646246764452112,0.0672993960310612,0.1189931350114416,0.0573418095553336,0.9038578394281233,270.25000000000017,0.9327006039689388,0.996548748921484,0.8791601429202296,0.9539833189531204,0.0018467220683286,0.8810068649885583,4001.778846153848,0.9292493528904228,0.9310938845822568,0.9851594482092728,0.9939526801282028,104.39417386054993,0.050304889678955,1698938935.205321,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,3,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,19.7540500164032,18.87812900543213,5.960464477539063e-06,9.5367431640625e-07,2.1457672119140625e-06,First-order LINE,168,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,False,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
296,train,0.0138064691637981,1.0,False,0.0952107004170861,0.6666666666666666,0.141312986806549,0.9086005394066526,0.9093955056266746,0.948240813135262,0.8884654106141234,0.127858478354667,0.2203494856859586,0.2483503850729791,0.7520114406045336,9.160120845921451,0.872141521645333,0.904789299582914,0.7278913274493033,0.8830241142911932,0.0517591868647381,0.7796505143140414,64.82150758345543,0.7769308212282469,0.8325096101043383,0.925311067246958,0.9148612870827432,96.196622133255,0.0541310310363769,1698939051.9453928,Edge Prediction,Perceptron,Ensmallen,KGIDG,239456,2014418,Connected Monte Carlo,4,"{""train_size"": 0.75, ""edge_types"": [""minority_edge""]}",False,"[[[239456, 100]]]",[[]],[[]],10,3.11.4,macOS-12.5-x86_64-i386-64bit,phineas-2.attlocal.net,0.11.83,10,,6.914138793945312e-05,3.814697265625e-06,2.1457672119140625e-06,19.18763494491577,18.32857394218445,4.291534423828125e-06,9.5367431640625e-07,1.1920928955078125e-06,First-order LINE,210,,['Hadamard'],100,10,1000,32,0.001,0.9,0.999,False,True,42,100,100,,,,,,,0.05,0.9,,,,,,True,f32,False,False,,,,
